,id,text
0,1475969429859094533,"@JoeBiden
Here’s where we stand one year in:
- Nearly 6 million new jobs — a record for a new president
- Unemployment down to 4.2% — three years ahead of predictions
- Applications for new small businesses up 30%
- The fastest economic growth in nearly40 years
#AmericaOnTheMove"
1,1475967492208173056,@GeorgePapa19 Pandemic relief should have never been run through unemployment insurance in the first place. Universal benefits reduces the need to worry about program fraud as well.
2,1475966239914688513,"2006: On unemployment, living with parents, after getting fired from my job at a medical supply store. Single, directionless barfly.

2021: Married for 8 years, 2 kids, good salaried job w/ good benefits, homeowner https://t.co/dYxgpakr82"
3,1475964850337636355,@joesonka any leads as the movement of outstanding unemployment payments that the state of Kentucky has yet to pay out to people? My other half is going on 6 mths of filing and the response he got today was that they are really backlogged.
4,1475961650503168007,@miles_commodore Hahahaha. When people fall of unemployment they don’t count.  An accurate metric is what percentage of people are employed.  Hitler had 0% unemployed. These Biden fanboys and cultists amaze me. They don’t see reality.
5,1475959919673331720,@kissmydarie_ere Wanting the world to shut down for 1200 is just terrible lol.. atleast folks could ask for the unemployment bonuses an the ppp back wit it 
6,1475959854590169088,"Alot of COVID going around

Support programs are gone now, No tax credits available, extra unemployment benefit gone, PPP spent and wasted, and expect we will actually need it all very soon.

Will have to put my guys on leave without pay if they get sick...sucks #PPP #SBA"
7,1475954577325363201,They drop that unemployment it’s UP million dollars cash race
8,1475954462019706881,And drop that unemployment  https://t.co/FyBrK51WMl
9,1475954063737069570,@GeorgiaDOL Someone in Louisiana got Unemployment in my name and ive done everything I was told to do and nothing had happened! My Payments stopped in Dec of 2020 with no explanation nor reason. I only found out about the identity theft when I received an overpayment letter.
10,1475922630016319489,"Students loans still here, bills still here, unemployment gone, evictions starting back up, what is not clear to y’all this is a capitalistic country lmaoo mfs didn’t think this shit would drag out this long so now the rules get rewrote. Like they always do smh"
11,1475919213441204227,@Ordinary1World They kicked everybody off unemployment that was legitimately getting it and now they are using State money to bribe voters to not get the vaccine
12,1475917819321540614,"@regis1009 @RepLizCheney Global economy and we’re hopefully coming out from under the COVID blanket, lowest unemployment, retail sales up, low inventory on homes, supply chain is being re-established and rebounding quickly and yes prices are rising.  I would rather be in this position."
13,1475917443344130050,"@PamT817716 Wow, as the enhanced unemployment killed the economy during Covid! Nothing like more hypocrisy from the DNC!"
14,1475917091916025856,Time flies when you’re on unemployment
15,1475916910235688963,I peeped a lot of mfs that’s was trollin people who were getting unemployment/ loans last year now begging for another lockdown so they can get it on it too ‍♂️ y’all terrible
16,1475913411439562754,"if we shut down again unemployment,  ppp, disaster stamps… ALL MINEim not playing with yall this go round"
17,1475910300864032778,"Ah yes total hypocrites and definitely not conservatives anymore!
They've totally lost that badge of honor.
""Republicans are fans of unemployment insurance if it undermines vaccine mandates"" here: https://t.co/eQByb4qh0T 
To read it on the web, tap here: https://t.co/3xx9XsoUMV"
18,1475908126734008320,"@216optimist As you posted that I was reminded of History of the World part 1, where Mel Brooks goes to the unemployment line as a stand up philosopher.  Bea Arthur says, “Oh, a bullshitter!”  Need a laugh.  Maybe Ill watch that!"
19,1475906739350515724,"How many people had to lose their jobs due to vaccine mandates, suffer from inflation, or face prolonged unemployment because @joebiden sold the Country snake oil that the President could “shutdown the virus”?"
20,1475906523784269824,Brian Kemp put Keisha Lance Bottoms entire family at risk by kneecapping her mask mandate in the city of Atlanta. Clubs in this city have been at full capacity since the beginning of this pandemic Kemp cut the Fed Unemployment earlier than other states. This aint on Biden https://t.co/pEM29qjOLM
21,1475902327852875777,"@elisa1121 Exactly.   This administration Is destroying the fabric of our health care system.   31,000 nurses work as HEROs through covid.   Yet are forced into unemployment because of choice.  Yet Omicron isn’t as deadly but it’s still a pandemic.   Who is running this country?"
22,1475896020877955082,Dude. Being furloughed was bloody awful. Amazing at first because I was so overworked just taking over my store right before holidays so the rest was perfection. But the realization Alex’s pay was stopped and unemployment was hell. 
23,1475895750630547466,"Aren't some of these the very same states that ended pandemic unemployment benefits early because people weren't ""motivated"" to return to work?
Next level GQP hypocrisy here: https://t.co/0Yh3KTebZs"
24,1475894566905651203,"@WHCOS Why is there no vaccine mandate for public transportation @WHCOS when rePublican governors are paying unemployment to employees who are refusing to help keep workplaces safe for customers and fellow employees?

WTF?

It is Not good politics and even worse public health policy."
25,1475892715695087625,"@POTUS @SharylAttkisson Just like last time, by cooking the unemployment books?? After all you did learn from the best!! 

https://t.co/9TtuXkuZNt"
26,1475886852141899781,"Thinking about this more, their message has been you are on your own, get back to work since September when they ended the eviction moratorium and what passed as “pandemic relief” by ending more expansive unemployment bennies, and yet they had no intention of giving us tools https://t.co/GlJZ1Y8zrE"
27,1475886252968669188,I bet he doesn't feel the same about unemployment or welfare payments... https://t.co/9t7cugtaTR
28,1475885520672604161,"3. Retail investors accounted for ~23% of all US equity trading this year, doubling from 2019.

4. Union popularity hit a 56-year high, including the record 11M job openings and a low 4.2% unemployment rate—workers have negotiated 4.8% higher wages (on average) this year.

2/3)"
29,1475884655001939972,"2-3 hours drive from a high speed rail system. 

Let’s incentivize working while thanking those who busted their ass through the pandemic. 1. All that worked the entire pandemic should get $200 weekly tax breaks for as long as others collected unemployment. 2. Give a $50 weekly"
