,id,text
0,1343707024186634246,"@TXWorkforce I would just like to receive my unemployment benefits before the year ends. Approved week 5/31, payment requests every week, payout every week $0 with no explanation as to why. Filed appeal, emailed about appeal, no response except email confirmation. No Fed funds either."
1,1343706916330070016,"@rings_banners They need to ELIMINATE anything outside of Rona relief. Stimulus, extend unemployment, small business help.

Other than that there needs to be NOTHING in this bill."
2,1343706691330719744,@Brian_Riedl @RealSaavedra It’s lunacy if they use the money to payoff credit cards or put it in savings. If they spend it to restart our economy the revenues will start flowing into government coffers. What was lunacy was democratic governors shutting down their states creating the mass unemployment!
3,1343705243662561281,@AngryandAsian @djjdjr It seems that a lot of people are getting the same message and it’s because DEO hasn’t implemented new unemployment programs since US DOL hasn’t issued any rules either. So we’re all waiting :(
4,1343703636279492619,First off what happened to my extra $300 for unemployment y’all was suppose to give cause im waiting.
5,1343702692951064578,"@wesleywhite626 They should make it $3,000. We’ve been at this pandemic since early March. Hell, give a monthly allowance even with those whose unemployment benefits run out. Americans can’t survive off one chunk of change. They need to be able to survive."
6,1343701928044326912,"“Without unemployment benefits...we’re screwed.”

Why the amount - and pace - of distributing unemployment benefits will determine if families survive.

Story: https://t.co/YFbEF9Xmzz https://t.co/pASfpgkld4"
7,1343701744782434305,"Stimulus update: House approves Trump's $2K checks, sending to GOP-led Senate https://t.co/i8AmiIKSj8 via @abc7newsbayarea"
8,1343701691212787712,"Stimulus update: House approves Trump's $2K checks, sending to GOP-led Senate https://t.co/i8AmiIKSj8 via @abc7newsbayarea"
9,1343700988251824130,"Waiting a week &amp; letting #federal #unemployment benefits expire, Trump backed down &amp; took a break fr golf to sign the #coronavirusaid bill (much less than other wealthy nations) without explanation. He avoids #governmentshutdown today but wants #cuts in the #budget. #23Days https://t.co/GJDhscWqNW"
10,1343699510904709123,"@JohnThePacker1 1. I am not advocating lock downs.

2. UBI would give everyone support, including those small businesses.

Creating an environment where people are not compelled to be out working would mean more people will stay home. Running relief through unemployment makes people go out"
11,1343699468185726977,What do you want to leave behind?   #COVIDー19 #pandemiclife #politics #unemployment https://t.co/YPY02SXE0l
12,1343699462464671745,Extra unemployment benefits may take weeks to arrive. Fewer checks may be coming. https://t.co/uKXa0bYkX2
13,1343698693942366220,@lindalu56399761 @Dronetek @MSNBC I can beat that. My unemployment is 136.00 per week. It sucks bigtime!
14,1343697793920196615,Damn unemployment about to start back giving money and niggas went and got jobs in a pandemic. 
15,1343697649678094336,Share and spread the word. Nebraska Federal Pandemic Unemployment Programs extension information and details for those on unemployment given the passage of the extension in Congress: https://t.co/6YHSDdsqbp
16,1343696823840612353,@MEPFuller Does Kevin Brady not know that people have been using credit cards to buy food because the lost their jobs and unemployment covers only a fraction of take home pay
17,1343695549241815041,"Is anyone else having trouble logging into the EDD website today?

I've been locked out for hours now. 

@CA_EDD 

#Unemployment #UIOnline https://t.co/eTu36ZdNNw"
18,1343694868686786561,When Georgia unemployment kick in
19,1343693381768241153,Critics slam 'sadistic' Trump for teasing 'good news' after letting millions lose unemployment https://t.co/0nrPlCNVh3
20,1343693284930170881,Of course...don't move fast because.....Jobless Americans may have to wait for desperately needed unemployment assistance https://t.co/xahxdJXyfK
21,1343691373694881795,@RepDonBeyer https://t.co/f8cleHBm7X
22,1343688083724767232,"@GovMurphy Hey knucklehead instead of unemployment benefits, HOW ABOUT LETTING THE PEOPLE WORK. They are better off working than relying on government. You co*mie bas**rd."
23,1343687827104526336,@realDonaldTrump Thanks for screwing up unemployment. God knows when we will get money now naybe in 3 weeks. Your evil
24,1343682191084163081,"No one wants a goddamn hand out.......

They want the SAME opportunity to become middle to upper middle class.

That's ALL. The GOP are some ladder pulling motherfuckers.

EVERYTIME we put those fuckers in office they fuck up the economy....unemployment is higher when they leave. https://t.co/kd8lM4YuI2"
25,1343681982467874816,"Last week, Governor Mills gave out a one-time $600 for 4,000 Mainers on unemployment due to the pandemic in anticipation of this delay. @WGME @FOX23Maine https://t.co/isB6BrU3Hx"
26,1343681975115243523,"Unemployment benefits expired on Saturday and the president didn’t sign the bill until Sunday causing an interruption in the program. 

“We will do everything that we can to turn this around as quickly as possible.” -ME DOL Commissioner @WGME @FOX23Maine"
