,id,text
0,1506034012342480898,"What policies @mikepompeo? Your infrastructure plan? Or maybe your healthcare plan, wait you don’t have any plan. At all. Just shit talk. The only thing you passed was a 4T tax cut for rich people. But go ahead Mikey, tell us how to fix 6% growth and 3.6% unemployment. Can’t wait https://t.co/OG4KerJbyP"
1,1506012176787869702,"@SeanDun31561589 @jilevin The unemployment rate for black men is double the national average. And for Black men between 19-34 is astronomical. 

Do the research BEFORE you tweet or else you come across as dumb as you do."
2,1505990590219132937,@business @CityLab Is closing the city endlessly causes unemployment
3,1505980208595316744,Can anyone pls wire me money until like I get my unemployment from Connecticut! Please? https://t.co/aDnd4rKdQu
4,1505979257692082181,@turtleboyphone @DoctorTurtleboy please help my unemployment never came in today  I just need $45. Can you spare that and I’ll pay you back when my money comes in? I need to cover this https://t.co/yv7cFXo3Ik
5,1505971613161959424,"Looking back at 2021 realizing I would have made more money on #unemployment then going to work 7AM to 4PM Monday through Friday making 40,000.00 a year. #Sad"
6,1505970848372559873,Looking at my TAX #info for 2021 I should have just stayed on #Unemployment I would have made more money!
7,1505960673465012231,@Lavorgnanomics @ldiped01 @MetreSteven Don’t see how we go into recession until we start seeing job losses and unemployment numbers spiking higher….everyone sees inverted curve but for how long?
8,1505957120507846671,@paulcerro If unemployment sky rockets … sure. But inflation isn’t a reason men don’t frequent those kind of establishments.
9,1505953615676153860,Not the face of unemployment  https://t.co/1gaiW2RjKE
10,1505951171436982272,"Yet again, Colorado’s unemployment rate has declined – now to 4.1% – the lowest rate reported since February 2020. 
As America faces pandemic-induced rising costs, Colorado continues to work hard to save people money and connect job seekers to training and employment."
11,1505943201814761472,"If you took unemployment last year, be prepared: You’re about to get a nasty tax surprise, because the odds are VERY high you didn’t withhold enough. And if you were self-employed and got a grant or forgiven loan? Let’s just say you’re gonna be REALLY mad."
12,1505915861680467968,@OKSummerwren @JackPosobiec No ma'am! Trump is the peoples' president and proved it with 1.80 gas for ur car and no unemployment.
13,1505914654098444297,@treefrog2 @UnfilteredOnFox @dbongino Who is he paying to stay home? Pandemic unemployment ended. No one is getting paid to stay home.
14,1505911189141962752,"@MeidasTouch Her state is nearly the bottom of the barrel in EVERYTHING. Unemployment, lack of education, teen pregnancy, drug addiction, health issues. And this is what she’s doing? Another person who has convinced me that mental health exams must be a requirement of running for office."
15,1505909685320396805,"These Jokers will soon be on the Unemployment line. Future Walmart Greeters.
Ay yay yai!  10 JetBlue, American Airlines, and Southwest pilots are suing the CDC over the federal mask mandate, saying it encourages unruly behavior and 'impairs pilots' health' https://t.co/nVrIfdr4wf"
16,1505891076216967177,Inflation is worldwide. Spain pays $8.50 a gallon for gas. Biden’s economy is good. High job growth and low unemployment. https://t.co/IuvImKMLmb
17,1505882436063932425,"@DonaldJTrumpJr So when that serial cheating orange loser of a father of yours was president there were 20 million lost jobs, and record debt. Today there is record low unemployment and the economy grew at record 7%. 

You truly are as stupid as you appear!"
18,1505877050565009412,"Bring out the laptop kev. Come on you bitch @GOPLeader show us how Hunter has caused the downfall of the country that’s growing at 6% and 3.7% unemployment, come on son, step up or shut up. https://t.co/6tLYULU0ET"
19,1505875075219828739,"@Zuzu1025 @JackPosobiec Even it it was true/it wasn’t, Biden is responsible for everything since he took office: COVID, Afghanistan, inflation, unemployment, crime, the death of Main Street, the death of Ukraine #BidenIsAFailure"
20,1505868282255060994,States Seek Waiver for $380M in Unemployment Loan Interest https://t.co/oMhiOkxS6j via @routefifty
21,1505861025266028545,Paying spiking unemployment taxes and severance for firing 900 people who did nothing wrong is gonna sting lol. It’s “classical and hilarious” when it’s not u gettin canned https://t.co/UslvrXM3ok
22,1505850265525706756,"Maybe you should look at the numbers, job growth, unemployment, GDP,etc. Then you can stop@talking out of your ass and maybe make sense you idiot. https://t.co/WVv0tNeRqD"
23,1505741093702451205,"@GOPLeader Don't forget reality:

Trump withheld approved aid for Ukraine, as he tried to extort Zelenskyy.

Trump subcontracted out a short section of poorly constructed border wall that's now collapsing. 

Trump left office with rampant unemployment and a raging pandemic in his wake. https://t.co/vgsZYgQzyO"
24,1505711378992087043,I act like I’m ok but deep down inside I miss that $900/ week unemployment and $8 flights  #pandemic
25,1505692156094259210,"@Cooooee @HrhOrchid @_brett_grant_ @MarkCongressGA7 @BLS_gov Let me say it in language you might understand. In the space of 2 months, 10 million Americans signed on to unemployment because of lockdowns. They measure job growth by how many people get off unemployment and back to work.  We are operating on a 4 million job deficit."
26,1505683863523233792,"I’ll take it along with 6% growth and 3.7% unemployment.
Guess who killed more Americans and lost more jobs than any President in history. I’ll give you a hint @mattgaetz, he is ALSO accused of having sex with kids. Get out of here with this weak shit. https://t.co/yEVbGiZcvZ"
27,1505665567809806341,"@DonaldJTrumpJr Unemployment is at 3.8% and new unemployment claims are below the historical average. That big spike is what your dad did. Lay off the white stuff, Junior. https://t.co/ssGDMs4CGu"
28,1505660577296707584,"Remember the last administration? Record-level unemployment!

 #RegisterDemocrats #Voterizer #BidenBoom https://t.co/TtPwuYkEs5"
29,1505649590531407881,"@HrhOrchid @Cooooee @_brett_grant_ @MarkCongressGA7 @BLS_gov So I should “do my research” on half baked liberal news outlets? . Give me a break.  Go look at government websites, unemployment levels over the past 4 years.  How much money has been spent on unemployment during Trump years versus what has been spent this past 2 years"
30,1505648573056172039,“We need a Gov and Lt. Gov who will not exclude workers that risked their lives keeping the state running. We need to make sure we pass a permanent unemployment program to make sure they are #ExcludedNoMore and we #FundExcludedWorkers” @AnaMariaforNY https://t.co/SNWBf1SEy7
31,1505641887952158721,"@Jim_Jordan Trump withheld approved aid for Ukraine, as he tried to extort Zelenskyy.

Trump subcontracted out a short section of poorly constructed border wall that's now collapsing. 

Trump left office with rampant unemployment and a raging pandemic in his wake. https://t.co/dLa1vCWft3"
32,1505640550053068801,"Good job Woodford County! 2.9% unemployment is a good number. We have lots of opportunity locally and people looking for it- a great combination. 

“Woodford county records the lowest rates in the Commonwealth, a ranking it holds year after year”

https://t.co/cV2muvdyeL"
33,1505635718495932419,"DAY 6: The message from @FEWCoalition marchers heading to Albany to @GovKathyHochul:

“People don’t need a stadium, we need unemployment for immigrants. We pay taxes too.”

#FundExcludedWorkers #ExcludedNoMore https://t.co/uagzSY3eAO"
34,1505631287410782209,"Things that don’t go together- #pineappleonapizza, #cerealandwater, you and unemployment. Need a job in Louisville, CO? Check us out! https://t.co/rbafKOG44j"
35,1505620879719419916,@Tim_Walz @AllinaHealth @WCCO I was denied unemployment &amp; had to find an attorney to get it. Several  times that was unannouncedly cut off which created a crisis on its own. I was doing in home care &amp; worked as long as I could. It seemed every bill collector took advantage of any money given.
36,1505615971817598976,"@DonaldJTrumpJr 3.8% unemployment rate, fella."
37,1505615416873336846,@DonaldJTrumpJr That is a completely false statement Unemployment is less than two percent It was sixteen percent when your father left the White House
38,1505615290494701570,"FB reminded me of this memory today. It’s been hell of a journey since 2019, leaving my home state of NC &amp; trekking across the country with just unemployment &amp; no job prospects to AZ…. now I wouldn’t change that part of my life for anything. https://t.co/oBv8ZYNPdk"
39,1505571606323683335,"@ABC2020 Audits, and so many unemployment fraud people all with LLC's and Doing great just cash only!  So wads of cash, and cook books for rest!  but many already setup for Canibis, they use backdoor methods, unchecked but faked labels, and likely percent atleast poisoned as"
40,1505538808154148879,"@laurenboebert We did see and it ended in a raging pandemic and double digit unemployment, dumbass!"
41,1505537716892717062,@Dieter75 @TheRickForReal @ScottPresler @GOPChairwoman The Obama administration created the longest sustained economy in our lifetimes... that decade of growth was inherited by Trump it included the lowest unemployment figures and had all those regulations you claim don't allow for economic growth which is a total fabricated lie..
